"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4","VDC_name"
23023,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",29,"Baradadivi",NA,"Village development committee","Village development committee","Baradadivi"
23024,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",30,"Dhamali",NA,"Village development committee","Village development committee","Dhamali"
23025,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",31,"Baijinath",NA,"Village development committee","Village development committee","Baijinath"
23026,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",32,"Dhaku",NA,"Village development committee","Village development committee","Dhaku"
23027,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",33,"Dhakari",NA,"Village development committee","Village development committee","Dhakari"
23028,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",34,"Devisthan",NA,"Village development committee","Village development committee","Devisthan"
23029,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",35,"Rahaph",NA,"Village development committee","Village development committee","Rahaph"
23030,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",36,"Darna",NA,"Village development committee","Village development committee","Darna"
23031,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",37,"Chaphamandau",NA,"Village development committee","Village development committee","Chaphamandau"
23032,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",38,"Khodasadevi",NA,"Village development committee","Village development committee","Khodasadevi"
23033,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",39,"Kuika",NA,"Village development committee","Village development committee","Kuika"
23034,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",40,"Chandika",NA,"Village development committee","Village development committee","Chandika(Bayalpata)"
23035,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",41,"Walanta",NA,"Village development committee","Village development committee","Walant"
23036,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",42,"Turmakhad",NA,"Village development committee","Village development committee","Turmakhad"
23037,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",43,"Tosi",NA,"Village development committee","Village development committee","Tosi"
23038,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",44,"Batulasen",NA,"Village development committee","Village development committee","Batulasen"
23039,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",45,"Chalsa",NA,"Village development committee","Village development committee","Chalsa"
23040,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",46,"Bayala",NA,"Village development committee","Village development committee","Bayala"
23041,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",47,"Kuntibandali",NA,"Village development committee","Village development committee","Kuntibandali"
23042,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",48,"Timilsain",NA,"Village development committee","Village development committee","Timilsain"
23043,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",49,"Kushkot",NA,"Village development committee","Village development committee","Kushkot"
23044,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",50,"Budhakot",NA,"Village development committee","Village development committee","Budhakot"
23045,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",51,"Bhagyaswori",NA,"Village development committee","Village development committee","Bhagyaswori"
23046,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",52,"Thanti",NA,"Village development committee","Village development committee","Thanti"
23047,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",53,"Sutar",NA,"Village development committee","Village development committee","Sutar"
23048,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",54,"Soukat",NA,"Village development committee","Village development committee","Soukat"
23049,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",55,"Siudi",NA,"Village development committee","Village development committee","Siudi"
23050,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",56,"Siddheswor",NA,"Village development committee","Village development committee","Siddheswor"
23051,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",57,"Layati",NA,"Village development committee","Village development committee","Layati"
23052,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",58,"Bhatakatiya",NA,"Village development committee","Village development committee","Bhatakatiya"
23053,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",59,"Santada",NA,"Village development committee","Village development committee","Santada"
23054,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",60,"Rodikot",NA,"Village development committee","Village development committee","Ridikot"
23055,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",61,"Risidaha",NA,"Village development committee","Village development committee","Risidaha"
23056,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",62,"Raniban",NA,"Village development committee","Village development committee","Raniban"
23057,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",63,"Bhuli",NA,"Village development committee","Village development committee","Bhuli"
23058,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",64,"Ramarosan",NA,"Village development committee","Village development committee","Ramarosan"
23059,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",65,"Pulletala",NA,"Village development committee","Village development committee","Pulletala"
23060,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",66,"Patalkot",NA,"Village development committee","Village development committee","Patalkot"
23061,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",67,"Oligau",NA,"Village development committee","Village development committee","Oligau"
23062,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",68,"Binayak",NA,"Village development committee","Village development committee","Binayak"
23063,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",69,"Nawathana",NA,"Village development committee","Village development committee","Nawathana"
23064,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",70,"Nandegada",NA,"Village development committee","Village development committee","Nandegada"
23065,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",71,"Mastamandau",NA,"Village development committee","Village development committee","Mastamandau"
23066,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",72,"Bindhyawasini",NA,"Village development committee","Village development committee","Bindhyawasini"
23067,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",73,"Marku",NA,"Village development committee","Village development committee","Marku"
23068,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",74,"Mangalsen",NA,"Village development committee","Village development committee","Mangalsen"
23069,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",75,"Birpath",NA,"Village development committee","Village development committee","Birpath"
23070,157,"NPL","Nepal",3,"Far-Western",8,"Seti",40,"Achham",76,"Lungra",NA,"Village development committee","Village development committee","Lungra"
24200,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",77,"Keemadada",NA,"Village development committee","Village development committee","Keemadada"
24201,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",78,"Khilji",NA,"Village development committee","Village development committee","Khilji"
24202,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",79,"Pokharathok",NA,"Village development committee","Village development committee","Pokharathok"
24203,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",80,"Thada",NA,"Village development committee","Village development committee","Thada"
24204,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",81,"Khandaha",NA,"Village development committee","Village development committee","Khandaha"
24205,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",82,"Subarnakhal",NA,"Village development committee","Village development committee","Subarnakhal"
24206,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",83,"Juluke",NA,"Village development committee","Village development committee","Juluke"
24207,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",84,"Sitapur",NA,"Village development committee","Village development committee","Sitapur"
24208,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",85,"Simalapani",NA,"Village development committee","Village development committee","Simalapani"
24209,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",86,"Khan",NA,"Village development committee","Village development committee","Khan"
24210,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",87,"Sandhikharka",NA,"Village development committee","Village development committee","Sandhikharka"
24211,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",88,"Pathona",NA,"Village development committee","Village development committee","Pathona"
24212,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",89,"Thulapokhara",NA,"Village development committee","Village development committee","Thulapokhara"
24213,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",90,"Pathauti",NA,"Village development committee","Village development committee","Pathauti"
24214,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",91,"Adguri",NA,"Village development committee","Village development committee","Adguri"
24215,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",92,"Pali",NA,"Village development committee","Village development committee","Pali"
24216,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",93,"Mareng",NA,"Village development committee","Village development committee","Mareng"
24217,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",94,"Gorkhunga",NA,"Village development committee","Village development committee","Gorkhunga"
24218,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",95,"Nuwakot",NA,"Village development committee","Village development committee","Nuwakot"
24219,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",96,"Chhatraganj",NA,"Village development committee","Village development committee","Chhatraganj"
24220,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",97,"Dibharna",NA,"Village development committee","Village development committee","Dibharna"
24221,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",98,"Bhagawati",NA,"Village development committee","Village development committee","Bhagawati"
24222,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",99,"Dharapani",NA,"Village development committee","Village development committee","Dharapani"
24223,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",100,"Dhakawang",NA,"Village development committee","Village development committee","Dhakawang"
24224,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",101,"Bangi",NA,"Village development committee","Village development committee","Bangi"
24225,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",102,"Asurkot",NA,"Village development committee","Village development committee","Asurkot"
24226,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",103,"Arghatos",NA,"Village development committee","Village development committee","Arghatos"
24227,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",104,"Narapani",NA,"Village development committee","Village development committee","Narapani"
24228,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",105,"Maidan",NA,"Village development committee","Village development committee","Maidan"
24229,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",106,"Khidim",NA,"Village development committee","Village development committee","Khidim"
24230,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",107,"Khanchikot",NA,"Village development committee","Village development committee","Khanchikot"
24231,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",108,"Kerunga",NA,"Village development committee","Village development committee","Kerunga"
24232,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",109,"Siddhara",NA,"Village development committee","Village development committee","Siddhara"
24233,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",110,"Argha",NA,"Village development committee","Village development committee","Argha"
24234,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",111,"Jukena",NA,"Village development committee","Village development committee","Jukena"
24235,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",112,"Dhikura",NA,"Village development committee","Village development committee","Dhikura"
24236,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",113,"Dhatiwang",NA,"Village development committee","Village development committee","Dhatiwang"
24237,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",114,"Dhanchaur",NA,"Village development committee","Village development committee","Dhanchaur"
24238,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",115,"Chidika",NA,"Village development committee","Village development committee","Chidika"
24239,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",116,"Bangla",NA,"Village development committee","Village development committee","Bangla"
24240,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",117,"Hansapur",NA,"Village development committee","Village development committee","Hansapur"
24241,157,"NPL","Nepal",5,"West",14,"Lumbini",70,"Arghakhanchi",118,"Balkot",NA,"Village development committee","Village development committee","Balkot"
20488,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",119,"Chhisti",NA,"Village development committee","Village development committee","Chhisti"
20489,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",120,"Taman",NA,"Village development committee","Village development committee","Taman"
20490,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",121,"Ranasinkiteni",NA,"Village development committee","Village development committee","Ranasinkiteni"
20491,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",122,"Rajkut",NA,"Village development committee","Village development committee","Rajkut"
20492,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",123,"Pandavkhani",NA,"Village development committee","Village development committee","Pandavkhani"
20493,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",124,"Palakot",NA,"Village development committee","Village development committee","Palakot"
20494,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",125,"Tara",NA,"Village development committee","Village development committee","Tara"
20495,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",126,"Nisi",NA,"Village development committee","Village development committee","Nisi"
20496,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",127,"Tangram",NA,"Village development committee","Village development committee","Tangram"
20497,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",128,"Khunga",NA,"Village development committee","Village development committee","Khunga"
20498,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",129,"Heel",NA,"Village development committee","Village development committee","Heel"
20499,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",130,"Bhinggithe",NA,"Village development committee","Village development committee","Bhinggithe"
20500,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",131,"Bhimpokhara",NA,"Village development committee","Village development committee","Bhimpokhara"
20501,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",132,"Arjewa",NA,"Village development committee","Village development committee","Arjewa"
20502,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",133,"Sunkhani",NA,"Village development committee","Village development committee","Sunkhani"
20503,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",134,"Darling",NA,"Village development committee","Village development committee","Darling"
20504,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",135,"Devisthan",NA,"Village development committee","Village development committee","Devisthan"
20505,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",136,"Argal",NA,"Village development committee","Village development committee","Argal"
20506,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",137,"Malikathota",NA,"Village development committee","Village development committee","Malika"
20507,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",138,"Amarbhumi",NA,"Village development committee","Village development committee","Amarbhumi"
20508,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",139,"Akhikarichaur",NA,"Village development committee","Village development committee","Akhikarichaur"
20509,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",140,"Lekhani",NA,"Village development committee","Village development committee","Lekhani"
20510,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",141,"Batakachaur",NA,"Village development committee","Village development committee","Batakachaur"
20511,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",142,"Dagatundada",NA,"Village development committee","Village development committee","Dagatundada"
20512,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",143,"Damek",NA,"Village development committee","Village development committee","Damek"
20513,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",144,"Bhakunde",NA,"Village development committee","Village development committee","Bhakunde"
20514,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",145,"Bihunkot",NA,"Village development committee","Village development committee","Bihunkot"
20515,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",146,"Binamare",NA,"Village development committee","Village development committee","Binamare"
20516,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",147,"Andheri (Narayanstha",NA,"Village development committee","Village development committee","Narayansthan"
20517,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",148,"KalikaN.P.",NA,"Village development committee","Village development committee","Baglung N.P."
20518,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",149,"Dhudhilabhati",NA,"Village development committee","Village development committee","Dhudhilabhati"
20519,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",150,"Gwalichaur",NA,"Village development committee","Village development committee","Gwalichaur"
20520,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",151,"Hugdisheer",NA,"Village development committee","Village development committee","Hugdisheer"
20521,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",152,"Kandebas",NA,"Village development committee","Village development committee","Kandebas"
20522,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",153,"Malma",NA,"Village development committee","Village development committee","Malma"
20523,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",154,"Dhullubaskot",NA,"Village development committee","Village development committee","Dhullubaskot"
20524,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",155,"Narethanti",NA,"Village development committee","Village development committee","Narethanti"
20525,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",156,"Paiyunthanthap",NA,"Village development committee","Village development committee","Paiyunthanthap"
20526,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",157,"Rangkhani",NA,"Village development committee","Village development committee","Rangkhani"
20527,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",158,"Rayadanda",NA,"Village development committee","Village development committee","Rayadanda"
20528,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",159,"Righa",NA,"Village development committee","Village development committee","Righa"
20529,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",160,"Amalachaur",NA,"Village development committee","Village development committee","Amalachaur"
20530,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",161,"Jaljala",NA,"Village development committee","Village development committee","Jaljala"
20531,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",162,"Sisakhani",NA,"Village development committee","Village development committee","Sisakhani"
20532,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",163,"Sarkuwa",NA,"Village development committee","Village development committee","Sarkuwa"
20533,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",164,"Singana",NA,"Village development committee","Village development committee","Singana"
20534,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",165,"Salyan",NA,"Village development committee","Village development committee","Salyan"
20535,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",166,"Hatiya",NA,"Village development committee","Village development committee","Hatiya"
20536,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",167,"Boharagaun",NA,"Village development committee","Village development committee","Boharagaun"
20537,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",168,"Bongadovan",NA,"Village development committee","Village development committee","Bongadovan"
20538,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",169,"Bowang",NA,"Village development committee","Village development committee","Bowang"
20539,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",170,"Burtiwang",NA,"Village development committee","Village development committee","Burtiwang"
20540,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",171,"Dhamja",NA,"Village development committee","Village development committee","Dhamja"
20541,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",172,"DhulluGaidi",NA,"Village development committee","Village development committee","Dhullugaidi"
20542,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",173,"Harichaur",NA,"Village development committee","Village development committee","Harichaur"
20543,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",174,"Kusmishera",NA,"Village development committee","Village development committee","Kusmishera"
20544,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",175,"Paiyunpata",NA,"Village development committee","Village development committee","Paiyunpata"
20545,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",176,"Tityang",NA,"Village development committee","Village development committee","Tityang"
20546,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",177,"Sukhaura",NA,"Village development committee","Village development committee","Sukhaura"
20547,157,"NPL","Nepal",NA,"",8,"Dhaualagiri",60,"Baglung",178,"Resh",NA,"Village development committee","Village development committee","Resh"
22846,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",179,"Kotila",NA,"Village development committee","Village development committee","Kotila"
22847,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",180,"Thalakanda",NA,"Village development committee","Village development committee","Thalakanda"
22848,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",181,"Shankarpur",NA,"Village development committee","Village development committee","Shankarpur"
22849,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",182,"Talladehi",NA,"Village development committee","Village development committee","Talladehi"
22850,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",183,"Sreekot",NA,"Village development committee","Village development committee","Sreekot"
22851,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",184,"Basuling",NA,"Village development committee","Village development committee","Basuling"
22852,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",185,"Basantapur",NA,"Village development committee","Village development committee","Basantapur"
22853,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",186,"Siddhapur",NA,"Village development committee","Village development committee","Siddhapur"
22854,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",187,"Shivaling",NA,"Village development committee","Village development committee","Shivaling"
22855,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",188,"Bhatana",NA,"Village development committee","Village development committee","Bhatana"
22856,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",189,"Bhumeswor",NA,"Village development committee","Village development committee","Bhumeswor"
22857,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",190,"Siddheswor",NA,"Village development committee","Village development committee","Siddheswor"
22858,157,"NPL","Nepal",3,"Far-Western",7,"Mahakali",36,"Baitadi",191,"Gokuleswor",NA,"Village development committee","Village development committee","Gokuleswor"
